schema_version,source_type,profile,timestamp_ms,interval_ms,cell_id,cell_area_km2,cell_available,total_prbs,available_prbs,neighbor_load_ratio,embb_active_ues,embb_offered_dl_mbps,embb_min_dl_mbps_per_ue,embb_max_dl_mbps_per_ue,embb_reliability_target,embb_spectral_eff_bps_hz,urllc_active_ues,urllc_packets,urllc_payload_bytes,urllc_deadline_intervals,urllc_reliability_target,urllc_spectral_eff_bps_hz,iot_registered_devices,iot_active_devices,iot_density_per_km2,iot_payload_bytes,iot_reporting_period_ms,iot_min_rate_kbps_per_device,iot_reliability_target,iot_spectral_eff_bps_hz,hard_floor_prbs_embb,hard_floor_prbs_urllc,hard_floor_prbs_iot
1.0,synthetic,P1_balanced_busy_hour,10,10,cell-004,0.083333,1,273,273,0.43786,16,653.4888,100.0,500.0,0.99000,2.65384,2,3,32,1,0.99999,1.26502,83333,92,1000000.00,256,10000,0.2048,0.99900,0.57699,150,81,42
1.0,synthetic,P1_balanced_busy_hour,10,10,cell-005,0.083333,1,273,273,0.73032,20,310.1342,100.0,500.0,0.99000,3.09701,3,5,32,1,0.99999,1.87115,83333,73,1000000.00,256,10000,0.2048,0.99900,0.57031,150,81,42
1.0,synthetic,P1_balanced_busy_hour,10,10,cell-006,0.083333,1,273,273,0.57724,16,922.2825,100.0,500.0,0.99000,3.12702,2,4,32,1,0.99999,1.43856,83333,89,1000000.00,256,10000,0.2048,0.99900,0.42146,150,81,42
1.0,synthetic,P1_balanced_busy_hour,10,10,cell-007,0.083333,1,273,273,0.63998,17,402.1860,100.0,500.0,0.99000,2.44425,2,3,32,1,0.99999,1.22089,83333,79,1000000.00,256,10000,0.2048,0.99900,0.49342,150,81,42
1.0,synthetic,P1_balanced_busy_hour,10,10,cell-008,0.083333,1,273,273,0.48883,25,605.0267,100.0,500.0,0.99000,3.54240,2,4,32,1,0.99999,2.04598,83333,86,1000000.00,256,10000,0.2048,0.99900,0.41663,150,81,42
1.0,synthetic,P1_balanced_busy_hour,10,10,cell-009,0.083333,1,273,273,0.41844,18,364.6227,100.0,500.0,0.99000,2.87793,4,7,32,1,0.99999,1.79333,83333,81,1000000.00,256,10000,0.2048,0.99900,0.51727,150,81,42
1.0,synthetic,P1_balanced_busy_hour,10,10,cell-010,0.083333,1,273,273,0.67209,19,541.1831,100.0,500.0,0.99000,3.42927,2,4,32,1,0.99999,1.41951,83333,92,1000000.00,256,10000,0.2048,0.99900,0.53460,150,81,42
1.0,synthetic,P1_balanced_busy_hour,10,10,cell-011,0.083333,1,273,273,0.56771,30,899.7711,100.0,500.0,0.99000,5.17215,7,14,32,1,0.99999,1.76765,83333,85,1000000.00,256,10000,0.2048,0.99900,0.48819,150,81,42
1.0,synthetic,P1_balanced_busy_hour,20,10,cell-000,0.083333,1,273,273,0.56815,21,665.0844,100.0,500.0,0.99000,2.87216,3,6,32,1,0.99999,1.72405,83333,92,1000000.00,256,10000,0.2048,0.99900,0.68963,150,81,42
1.0,synthetic,P1_balanced_busy_hour,20,10,cell-001,0.083333,1,273,273,0.50835,19,1044.0978,100.0,500.0,0.99000,2.93255,3,6,32,1,0.99999,2.02287,83333,78,1000000.00,256,10000,0.2048,0.99900,0.49774,150,81,42
1.0,synthetic,P1_balanced_busy_hour,20,10,cell-002,0.083333,1,273,273,0.37004,14,410.2842,100.0,500.0,0.99000,3.13617,3,5,32,1,0.99999,2.09693,83333,79,1000000.00,256,10000,0.2048,0.99900,0.51772,150,81,42
1.0,synthetic,P1_balanced_busy_hour,20,10,cell-003,0.083333,1,273,273,0.26344,20,992.3601,100.0,500.0,0.99000,2.79644,3,6,32,1,0.99999,1.76634,83333,77,1000000.00,256,10000,0.2048,0.99900,0.58466,150,81,42
1.0,synthetic,P1_balanced_busy_hour,20,10,cell-004,0.083333,1,273,273,0.47015,11,540.0641,100.0,500.0,0.99000,3.43045,4,7,32,1,0.99999,1.61440,83333,87,1000000.00,256,10000,0.2048,0.99900,0.44144,150,81,42
1.0,synthetic,P1_balanced_busy_hour,20,10,cell-005,0.083333,1,273,273,0.67153,17,503.1449,100.0,500.0,0.99000,4.06302,3,5,32,1,0.99999,1.89677,83333,83,1000000.00,256,10000,0.2048,0.99900,0.58851,150,81,42
1.0,synthetic,P1_balanced_busy_hour,20,10,cell-006,0.083333,1,273,273,0.63039,13,184.4997,100.0,500.0,0.99000,3.12398,5,9,32,1,0.99999,1.85695,83333,81,1000000.00,256,10000,0.2048,0.99900,0.54616,150,81,42
1.0,synthetic,P1_balanced_busy_hour,20,10,cell-007,0.083333,1,273,273,0.74480,17,419.0524,100.0,500.0,0.99000,4.17246,2,3,32,1,0.99999,2.19370,83333,94,1000000.00,256,10000,0.2048,0.99900,0.65128,150,81,42
1.0,synthetic,P1_balanced_busy_hour,20,10,cell-008,0.083333,1,273,273,0.43384,9,68.2272,100.0,500.0,0.99000,4.51599,3,6,32,1,0.99999,1.70573,83333,79,1000000.00,256,10000,0.2048,0.99900,0.36545,150,81,42
1.0,synthetic,P1_balanced_busy_hour,20,10,cell-009,0.083333,1,273,273,0.68956,19,719.3765,100.0,500.0,0.99000,4.35037,3,5,32,1,0.99999,1.99212,83333,94,1000000.00,256,10000,0.2048,0.99900,0.49186,150,81,42
1.0,synthetic,P1_balanced_busy_hour,20,10,cell-010,0.083333,1,273,273,0.64972,8,91.1682,100.0,500.0,0.99000,4.82748,3,5,32,1,0.99999,1.52460,83333,79,1000000.00,256,10000,0.2048,0.99900,0.63927,150,81,42
1.0,synthetic,P1_balanced_busy_hour,20,10,cell-011,0.083333,1,273,273,0.70456,13,262.5723,100.0,500.0,0.99000,4.79368,3,6,32,1,0.99999,1.56198,83333,80,1000000.00,256,10000,0.2048,0.99900,0.54016,150,81,42
1.0,synthetic,P1_balanced_busy_hour,30,10,cell-000,0.083333,1,273,273,0.60409,20,994.7712,100.0,500.0,0.99000,3.36155,2,4,32,1,0.99999,1.94770,83333,82,1000000.00,256,10000,0.2048,0.99900,0.65387,150,81,42
1.0,synthetic,P1_balanced_busy_hour,30,10,cell-001,0.083333,1,273,273,0.52925,18,396.2872,100.0,500.0,0.99000,2.88140,2,4,32,1,0.99999,1.74723,83333,76,1000000.00,256,10000,0.2048,0.99900,0.61056,150,81,42
1.0,synthetic,P1_balanced_busy_hour,30,10,cell-002,0.083333,1,273,273,0.50764,12,361.1063,100.0,500.0,0.99000,3.29071,1,2,32,1,0.99999,1.43027,83333,93,1000000.00,256,10000,0.2048,0.99900,0.66479,150,81,42
1.0,synthetic,P1_balanced_busy_hour,30,10,cell-003,0.083333,1,273,273,0.66120,20,486.7029,100.0,500.0,0.99000,3.95500,2,4,32,1,0.99999,1.50908,83333,88,1000000.00,256,10000,0.2048,0.99900,0.38262,150,81,42
1.0,synthetic,P1_balanced_busy_hour,30,10,cell-004,0.083333,1,273,273,0.74969,11,229.2605,100.0,500.0,0.99000,3.82199,3,5,32,1,0.99999,1.40133,83333,89,1000000.00,256,10000,0.2048,0.99900,0.61388,150,81,42
1.0,synthetic,P1_balanced_busy_hour,30,10,cell-005,0.083333,1,273,273,0.66124,11,438.4117,100.0,500.0,0.99000,2.52979,2,4,32,1,0.99999,2.06098,83333,74,1000000.00,256,10000,0.2048,0.99900,0.54495,150,81,42
1.0,synthetic,P1_balanced_busy_hour,30,10,cell-006,0.083333,1,273,273,0.37230,17,830.5878,100.0,500.0,0.99000,2.38636,3,5,32,1,0.99999,1.16717,83333,76,1000000.00,256,10000,0.2048,0.99900,0.42066,150,81,42
1.0,synthetic,P1_balanced_busy_hour,30,10,cell-007,0.083333,1,273,273,0.47734,21,493.0822,100.0,500.0,0.99000,4.06208,4,8,32,1,0.99999,1.95455,83333,80,1000000.00,256,10000,0.2048,0.99900,0.53001,150,81,42
1.0,synthetic,P1_balanced_busy_hour,30,10,cell-008,0.083333,1,273,273,0.50629,12,233.4643,100.0,500.0,0.99000,3.43567,2,3,32,1,0.99999,1.46633,83333,90,1000000.00,256,10000,0.2048,0.99900,0.68846,150,81,42
1.0,synthetic,P1_balanced_busy_hour,30,10,cell-009,0.083333,1,273,273,0.51224,18,707.6094,100.0,500.0,0.99000,2.71678,3,5,32,1,0.99999,2.06934,83333,82,1000000.00,256,10000,0.2048,0.99900,0.40641,150,81,42
1.0,synthetic,P1_balanced_busy_hour,30,10,cell-010,0.083333,1,273,273,0.39345,10,533.6644,100.0,500.0,0.99000,1.67971,2,3,32,1,0.99999,0.90904,83333,87,1000000.00,256,10000,0.2048,0.99900,0.68991,150,81,42
1.0,synthetic,P1_balanced_busy_hour,30,10,cell-011,0.083333,1,273,273,0.49377,11,157.7703,100.0,500.0,0.99000,2.82859,2,4,32,1,0.99999,1.22446,83333,62,1000000.00,256,10000,0.2048,0.99900,0.45737,150,81,42
1.0,synthetic,P1_balanced_busy_hour,40,10,cell-000,0.083333,1,273,273,0.57268,19,665.1041,100.0,500.0,0.99000,3.43832,3,5,32,1,0.99999,1.25816,83333,91,1000000.00,256,10000,0.2048,0.99900,0.51993,150,81,42
1.0,synthetic,P1_balanced_busy_hour,40,10,cell-001,0.083333,1,273,273,0.46532,18,393.2236,100.0,500.0,0.99000,1.22205,3,5,32,1,0.99999,1.76195,83333,85,1000000.00,256,10000,0.2048,0.99900,0.69935,150,81,42
1.0,synthetic,P1_balanced_busy_hour,40,10,cell-002,0.083333,1,273,273,0.53933,20,1467.3312,100.0,500.0,0.99000,3.10328,2,3,32,1,0.99999,1.49452,83333,73,1000000.00,256,10000,0.2048,0.99900,0.65596,150,81,42
1.0,synthetic,P1_balanced_busy_hour,40,10,cell-003,0.083333,1,273,273,0.61709,29,386.5627,100.0,500.0,0.99000,4.34445,3,6,32,1,0.99999,1.58692,83333,79,1000000.00,256,10000,0.2048,0.99900,0.68240,150,81,42
1.0,synthetic,P1_balanced_busy_hour,40,10,cell-004,0.083333,1,273,273,0.59916,18,797.7523,100.0,500.0,0.99000,3.84468,2,4,32,1,0.99999,2.03319,83333,69,1000000.00,256,10000,0.2048,0.99900,0.64366,150,81,42
1.0,synthetic,P1_balanced_busy_hour,40,10,cell-005,0.083333,1,273,273,0.46686,24,803.8302,100.0,500.0,0.99000,3.45793,5,9,32,1,0.99999,1.53030,83333,82,1000000.00,256,10000,0.2048,0.99900,0.70915,150,81,42
1.0,synthetic,P1_balanced_busy_hour,40,10,cell-006,0.083333,1,273,273,0.62565,15,367.4967,100.0,500.0,0.99000,3.86639,3,5,32,1,0.99999,2.31428,83333,68,1000000.00,256,10000,0.2048,0.99900,0.48046,150,81,42
1.0,synthetic,P1_balanced_busy_hour,40,10,cell-007,0.083333,1,273,273,0.65665,14,225.2142,100.0,500.0,0.99000,3.71624,3,6,32,1,0.99999,1.38117,83333,90,1000000.00,256,10000,0.2048,0.99900,0.73276,150,81,42
1.0,synthetic,P1_balanced_busy_hour,40,10,cell-008,0.083333,1,273,273,0.32514,22,566.2123,100.0,500.0,0.99000,2.63167,3,5,32,1,0.99999,1.56307,83333,100,1000000.00,256,10000,0.2048,0.99900,0.54880,150,81,42
1.0,synthetic,P1_balanced_busy_hour,40,10,cell-009,0.083333,1,273,273,0.61746,23,714.4127,100.0,500.0,0.99000,3.67016,3,5,32,1,0.99999,1.28256,83333,71,1000000.00,256,10000,0.2048,0.99900,0.48960,150,81,42
1.0,synthetic,P1_balanced_busy_hour,40,10,cell-010,0.083333,1,273,273,0.46198,12,335.8440,100.0,500.0,0.99000,3.11147,4,7,32,1,0.99999,1.47712,83333,76,1000000.00,256,10000,0.2048,0.99900,0.57562,150,81,42
1.0,synthetic,P1_balanced_busy_hour,40,10,cell-011,0.083333,1,273,273,0.71035,16,314.2093,100.0,500.0,0.99000,3.76009,2,3,32,1,0.99999,1.82755,83333,82,1000000.00,256,10000,0.2048,0.99900,0.67424,150,81,42
1.0,synthetic,P1_balanced_busy_hour,50,10,cell-000,0.083333,1,273,273,0.52512,21,587.4903,100.0,500.0,0.99000,2.32453,2,4,32,1,0.99999,1.32024,83333,84,1000000.00,256,10000,0.2048,0.99900,0.65824,150,81,42
1.0,synthetic,P1_balanced_busy_hour,50,10,cell-001,0.083333,1,273,273,0.44750,17,465.4437,100.0,500.0,0.99000,3.32992,1,2,32,1,0.99999,1.69158,83333,98,1000000.00,256,10000,0.2048,0.99900,0.81331,150,81,42
1.0,synthetic,P1_balanced_busy_hour,50,10,cell-002,0.083333,1,273,273,0.62776,20,635.7619,100.0,500.0,0.99000,3.06833,3,6,32,1,0.99999,1.76662,83333,83,1000000.00,256,10000,0.2048,0.99900,0.65455,150,81,42
1.0,synthetic,P1_balanced_busy_hour,50,10,cell-003,0.083333,1,273,273,0.65606,16,527.4972,100.0,500.0,0.99000,3.77219,3,5,32,1,0.99999,1.41246,83333,83,1000000.00,256,10000,0.2048,0.99900,0.54537,150,81,42
1.0,synthetic,P1_balanced_busy_hour,50,10,cell-004,0.083333,1,273,273,0.49570,21,799.8242,100.0,500.0,0.99000,3.06734,4,8,32,1,0.99999,1.79987,83333,90,1000000.00,256,10000,0.2048,0.99900,0.56417,150,81,42
1.0,synthetic,P1_balanced_busy_hour,50,10,cell-005,0.083333,1,273,273,0.41615,19,663.7818,100.0,500.0,0.99000,2.59329,4,8,32,1,0.99999,1.79059,83333,75,1000000.00,256,10000,0.2048,0.99900,0.51499,150,81,42
1.0,synthetic,P1_balanced_busy_hour,50,10,cell-006,0.083333,1,273,273,0.64055,12,627.5980,100.0,500.0,0.99000,3.85936,2,4,32,1,0.99999,1.89682,83333,83,1000000.00,256,10000,0.2048,0.99900,0.69282,150,81,42
1.0,synthetic,P1_balanced_busy_hour,50,10,cell-007,0.083333,1,273,273,0.50123,21,542.9855,100.0,500.0,0.99000,3.35318,5,9,32,1,0.99999,1.07833,83333,79,1000000.00,256,10000,0.2048,0.99900,0.46386,150,81,42
1.0,synthetic,P1_balanced_busy_hour,50,10,cell-008,0.083333,1,273,273,0.29507,18,506.5776,100.0,500.0,0.99000,3.32690,1,2,32,1,0.99999,1.46232,83333,81,1000000.00,256,10000,0.2048,0.99900,0.25825,150,81,42
1.0,synthetic,P1_balanced_busy_hour,50,10,cell-009,0.083333,1,273,273,0.67472,15,629.5327,100.0,500.0,0.99000,2.48937,2,3,32,1,0.99999,1.55187,83333,105,1000000.00,256,10000,0.2048,0.99900,0.41303,150,81,42
1.0,synthetic,P1_balanced_busy_hour,50,10,cell-010,0.083333,1,273,273,0.38114,20,794.0113,100.0,500.0,0.99000,4.03877,2,3,32,1,0.99999,2.11421,83333,70,1000000.00,256,10000,0.2048,0.99900,0.52262,150,81,42
1.0,synthetic,P1_balanced_busy_hour,50,10,cell-011,0.083333,1,273,273,0.80138,21,622.9180,100.0,500.0,0.99000,3.20128,3,6,32,1,0.99999,1.62640,83333,81,1000000.00,256,10000,0.2048,0.99900,0.46178,150,81,42
1.0,synthetic,P1_balanced_busy_hour,60,10,cell-000,0.083333,1,273,273,0.41423,15,434.6967,100.0,500.0,0.99000,3.63420,1,1,32,1,0.99999,1.35352,83333,72,1000000.00,256,10000,0.2048,0.99900,0.62821,150,81,42
1.0,synthetic,P1_balanced_busy_hour,60,10,cell-001,0.083333,1,273,273,0.75459,16,241.0191,100.0,500.0,0.99000,2.97908,3,6,32,1,0.99999,1.84287,83333,78,1000000.00,256,10000,0.2048,0.99900,0.36098,150,81,42
1.0,synthetic,P1_balanced_busy_hour,60,10,cell-002,0.083333,1,273,273,0.40838,25,937.9765,100.0,500.0,0.99000,3.09630,4,8,32,1,0.99999,1.20442,83333,82,1000000.00,256,10000,0.2048,0.99900,0.46722,150,81,42
1.0,synthetic,P1_balanced_busy_hour,60,10,cell-003,0.083333,1,273,273,0.33679,18,371.4150,100.0,500.0,0.99000,4.84425,2,4,32,1,0.99999,1.66315,83333,85,1000000.00,256,10000,0.2048,0.99900,0.78572,150,81,42
1.0,synthetic,P1_balanced_busy_hour,60,10,cell-004,0.083333,1,273,273,0.56999,21,436.6558,100.0,500.0,0.99000,5.30278,1,2,32,1,0.99999,1.80591,83333,84,1000000.00,256,10000,0.2048,0.99900,0.78202,150,81,42
1.0,synthetic,P1_balanced_busy_hour,60,10,cell-005,0.083333,1,273,273,0.57847,17,638.1857,100.0,500.0,0.99000,2.55408,2,4,32,1,0.99999,1.45328,83333,65,1000000.00,256,10000,0.2048,0.99900,0.59654,150,81,42
1.0,synthetic,P1_balanced_busy_hour,60,10,cell-006,0.083333,1,273,273,0.79453,19,512.6963,100.0,500.0,0.99000,2.96903,3,5,32,1,0.99999,1.27821,83333,83,1000000.00,256,10000,0.2048,0.99900,0.54286,150,81,42
1.0,synthetic,P1_balanced_busy_hour,60,10,cell-007,0.083333,1,273,273,0.48257,13,388.6158,100.0,500.0,0.99000,1.97018,1,2,32,1,0.99999,1.87846,83333,81,1000000.00,256,10000,0.2048,0.99900,0.49473,150,81,42
1.0,synthetic,P1_balanced_busy_hour,60,10,cell-008,0.083333,1,273,273,0.54209,17,850.0164,100.0,500.0,0.99000,3.21595,3,6,32,1,0.99999,1.64192,83333,86,1000000.00,256,10000,0.2048,0.99900,0.63242,150,81,42
1.0,synthetic,P1_balanced_busy_hour,60,10,cell-009,0.083333,1,273,273,0.62413,12,110.6960,100.0,500.0,0.99000,2.92556,3,6,32,1,0.99999,1.66808,83333,97,1000000.00,256,10000,0.2048,0.99900,0.64125,150,81,42
1.0,synthetic,P1_balanced_busy_hour,60,10,cell-010,0.083333,1,273,273,0.65257,15,222.2745,100.0,500.0,0.99000,3.70119,2,4,32,1,0.99999,0.93813,83333,70,1000000.00,256,10000,0.2048,0.99900,0.41889,150,81,42
1.0,synthetic,P1_balanced_busy_hour,60,10,cell-011,0.083333,1,273,273,0.63203,18,546.5448,100.0,500.0,0.99000,3.28706,2,4,32,1,0.99999,1.31588,83333,89,1000000.00,256,10000,0.2048,0.99900,0.51693,150,81,42
1.0,synthetic,P1_balanced_busy_hour,70,10,cell-000,0.083333,1,273,273,0.43026,14,308.4768,100.0,500.0,0.99000,4.42523,3,6,32,1,0.99999,2.55108,83333,65,1000000.00,256,10000,0.2048,0.99900,0.43655,150,81,42
1.0,synthetic,P1_balanced_busy_hour,70,10,cell-001,0.083333,1,273,273,0.41651,17,931.2713,100.0,500.0,0.99000,3.05357,3,6,32,1,0.99999,2.42632,83333,97,1000000.00,256,10000,0.2048,0.99900,0.34085,150,81,42
1.0,synthetic,P1_balanced_busy_hour,70,10,cell-002,0.083333,1,273,273,0.62261,20,410.2958,100.0,500.0,0.99000,3.37673,5,9,32,1,0.99999,1.77330,83333,94,1000000.00,256,10000,0.2048,0.99900,0.49358,150,81,42
1.0,synthetic,P1_balanced_busy_hour,70,10,cell-003,0.083333,1,273,273,0.73851,11,167.1482,100.0,500.0,0.99000,3.06858,2,3,32,1,0.99999,1.85995,83333,74,1000000.00,256,10000,0.2048,0.99900,0.67361,150,81,42
1.0,synthetic,P1_balanced_busy_hour,70,10,cell-004,0.083333,1,273,273,0.75198,14,510.7555,100.0,500.0,0.99000,3.63479,1,2,32,1,0.99999,1.60273,83333,87,1000000.00,256,10000,0.2048,0.99900,0.66424,150,81,42
1.0,synthetic,P1_balanced_busy_hour,70,10,cell-005,0.083333,1,273,273,0.74615,15,258.2590,100.0,500.0,0.99000,1.98733,2,3,32,1,0.99999,2.12279,83333,89,1000000.00,256,10000,0.2048,0.99900,0.50951,150,81,42
1.0,synthetic,P1_balanced_busy_hour,70,10,cell-006,0.083333,1,273,273,0.58204,19,876.5944,100.0,500.0,0.99000,2.81451,2,4,32,1,0.99999,0.91416,83333,92,1000000.00,256,10000,0.2048,0.99900,0.49896,150,81,42
1.0,synthetic,P1_balanced_busy_hour,70,10,cell-007,0.083333,1,273,273,0.54061,16,751.6137,100.0,500.0,0.99000,3.86975,2,3,32,1,0.99999,1.23792,83333,70,1000000.00,256,10000,0.2048,0.99900,0.51515,150,81,42
1.0,synthetic,P1_balanced_busy_hour,70,10,cell-008,0.083333,1,273,273,0.68323,20,1037.5013,100.0,500.0,0.99000,3.60892,4,8,32,1,0.99999,1.23665,83333,80,1000000.00,256,10000,0.2048,0.99900,0.51441,150,81,42
1.0,synthetic,P1_balanced_busy_hour,70,10,cell-009,0.083333,1,273,273,0.57146,11,231.7803,100.0,500.0,0.99000,2.36773,2,3,32,1,0.99999,1.12990,83333,95,1000000.00,256,10000,0.2048,0.99900,0.67889,150,81,42
1.0,synthetic,P1_balanced_busy_hour,70,10,cell-010,0.083333,1,273,273,0.36535,17,594.5606,100.0,500.0,0.99000,4.30379,3,6,32,1,0.99999,2.06389,83333,81,1000000.00,256,10000,0.2048,0.99900,0.50225,150,81,42
1.0,synthetic,P1_balanced_busy_hour,70,10,cell-011,0.083333,1,273,273,0.27553,13,598.7184,100.0,500.0,0.99000,2.72299,4,7,32,1,0.99999,1.57201,83333,75,1000000.00,256,10000,0.2048,0.99900,0.41802,150,81,42
1.0,synthetic,P1_balanced_busy_hour,80,10,cell-000,0.083333,1,273,273,0.76807,11,298.9936,100.0,500.0,0.99000,3.44407,2,3,32,1,0.99999,1.84064,83333,82,1000000.00,256,10000,0.2048,0.99900,0.67037,150,81,42
1.0,synthetic,P1_balanced_busy_hour,80,10,cell-001,0.083333,1,273,273,0.48989,12,285.1702,100.0,500.0,0.99000,4.14927,3,5,32,1,0.99999,1.31889,83333,70,1000000.00,256,10000,0.2048,0.99900,0.40902,150,81,42
1.0,synthetic,P1_balanced_busy_hour,80,10,cell-002,0.083333,1,273,273,0.79736,23,1181.1370,100.0,500.0,0.99000,3.55897,4,7,32,1,0.99999,1.40746,83333,83,1000000.00,256,10000,0.2048,0.99900,0.54489,150,81,42
1.0,synthetic,P1_balanced_busy_hour,80,10,cell-003,0.083333,1,273,273,0.60587,16,378.2064,100.0,500.0,0.99000,4.44791,3,5,32,1,0.99999,1.12317,83333,82,1000000.00,256,10000,0.2048,0.99900,0.42832,150,81,42
1.0,synthetic,P1_balanced_busy_hour,80,10,cell-004,0.083333,1,273,273,0.64445,16,296.3984,100.0,500.0,0.99000,3.47214,5,9,32,1,0.99999,1.77987,83333,97,1000000.00,256,10000,0.2048,0.99900,0.54630,150,81,42
1.0,synthetic,P1_balanced_busy_hour,80,10,cell-005,0.083333,1,273,273,0.40041,12,329.8904,100.0,500.0,0.99000,3.60923,2,3,32,1,0.99999,1.38839,83333,85,1000000.00,256,10000,0.2048,0.99900,0.55439,150,81,42
1.0,synthetic,P1_balanced_busy_hour,80,10,cell-006,0.083333,1,273,273,0.35376,23,664.3224,100.0,500.0,0.99000,2.04333,2,4,32,1,0.99999,1.45701,83333,88,1000000.00,256,10000,0.2048,0.99900,0.78739,150,81,42
1.0,synthetic,P1_balanced_busy_hour,80,10,cell-007,0.083333,1,273,273,0.40400,13,544.6529,100.0,500.0,0.99000,2.82562,2,4,32,1,0.99999,1.50807,83333,87,1000000.00,256,10000,0.2048,0.99900,0.58393,150,81,42
